Province,Date,negative,presumptive_negative,under_investigation,presumptive_positive,confirmed_positive,resolved,deceased,total_testing,Hospitalization,ICU,Ventilator,source,Note
NT,2020-07-14,NA,NA,NA,NA,5,5,NA,2874,NA,NA,NA,Input, NA
NT,2020-07-15,NA,NA,NA,NA,5,5,NA,2914,NA,NA,NA,Input, NA
NT,2020-07-16,NA,NA,NA,NA,5,5,NA,2924,NA,NA,NA,Input, NA
NT,2020-07-17,NA,NA,NA,NA,5,5,NA,2934,NA,NA,NA,Input, NA
NT,2020-07-18,NA,NA,NA,NA,5,5,NA,2934,NA,NA,NA,Input, NA
NT,2020-07-19,NA,NA,NA,NA,5,5,NA,2934,NA,NA,NA,Input, NA
NT,2020-07-20,NA,NA,NA,NA,5,5,NA,2995,NA,NA,NA,Input, NA
NT,2020-07-21,NA,NA,NA,NA,5,5,NA,3008,NA,NA,NA,Input, NA
NT,2020-07-22,NA,NA,NA,NA,5,5,NA,3033,NA,NA,NA,Input, NA
NT,2020-07-23,NA,NA,NA,NA,5,5,NA,3051,NA,NA,NA,Input, NA
NT,2020-07-24,NA,NA,NA,NA,5,5,NA,3051,NA,NA,NA,Input, NA
NT,2020-07-25,NA,NA,NA,NA,5,5,NA,3060,NA,NA,NA,Input, NA
NT,2020-07-26,NA,NA,NA,NA,5,5,NA,3060,NA,NA,NA,Input, NA
NT,2020-07-27,NA,NA,NA,NA,5,5,NA,3130,NA,NA,NA,Input, NA
NT,2020-07-28,NA,NA,NA,NA,5,5,NA,3144,NA,NA,NA,Input, NA
NT,2020-07-29,NA,NA,NA,NA,5,5,NA,3163,NA,NA,NA,Input, NA
NT,2020-07-30,NA,NA,NA,NA,5,5,NA,3215,NA,NA,NA,Input, NA
NT,2020-07-31,NA,NA,NA,NA,5,5,NA,3227,NA,NA,NA,Input, NA
NT,2020-08-01,NA,NA,NA,NA,5,5,NA,3227,NA,NA,NA,Input, "did not update"
NT,2020-08-02,NA,NA,NA,NA,5,5,NA,3227,NA,NA,NA,Input, "did not update"
NT,2020-08-03,NA,NA,NA,NA,5,5,NA,3227,NA,NA,NA,Input, "did not update"
NT,2020-08-04,NA,NA,NA,NA,5,5,NA,3339,NA,NA,NA,Input, NA
NT,2020-08-05,NA,NA,NA,NA,5,5,NA,3364,NA,NA,NA,Input, NA
NT,2020-08-06,NA,NA,NA,NA,5,5,NA,3386,NA,NA,NA,Input, NA
NT,2020-08-07,NA,NA,NA,NA,5,5,NA,3393,NA,NA,NA,Input, NA
NT,2020-08-08,NA,NA,NA,NA,5,5,NA,3393,NA,NA,NA,Input, NA
NT,2020-08-09,NA,NA,NA,NA,5,5,NA,3393,NA,NA,NA,Input, NA
NT,2020-08-10,NA,NA,NA,NA,5,5,NA,3469,NA,NA,NA,Input, NA
NT,2020-08-11,NA,NA,NA,NA,5,5,NA,3501,NA,NA,NA,Input, NA
NT,2020-08-12,NA,NA,NA,NA,5,5,NA,3525,NA,NA,NA,Input, NA
NT,2020-08-13,NA,NA,NA,NA,5,5,NA,3537,NA,NA,NA,Input, NA
NT,2020-08-14,NA,NA,NA,NA,5,5,NA,3561,NA,NA,NA,Input, NA
NT,2020-08-15,NA,NA,NA,NA,5,5,NA,3561,NA,NA,NA,Input, "did not update"
NT,2020-08-16,NA,NA,NA,NA,5,5,NA,3561,NA,NA,NA,Input, "did not update"
NT,2020-08-17,NA,NA,NA,NA,5,5,NA,3667,NA,NA,NA,Input, NA
NT,2020-08-18,NA,NA,NA,NA,5,5,NA,3683,NA,NA,NA,Input, NA
NT,2020-08-19,NA,NA,NA,NA,5,5,NA,3499,NA,NA,NA,Input, NA
NT,2020-08-20,NA,NA,NA,NA,5,5,NA,3703,NA,NA,NA,Input, NA
NT,2020-08-21,NA,NA,NA,NA,5,5,NA,3703,NA,NA,NA,Input, NA
NT,2020-08-22,NA,NA,NA,NA,5,5,NA,3703,NA,NA,NA,Input, "did not update"
NT,2020-08-23,NA,NA,NA,NA,5,5,NA,3793,NA,NA,NA,Input, "did not update"
NT,2020-08-24,NA,NA,NA,NA,5,5,NA,3798,NA,NA,NA,Input, NA
NT,2020-08-25,NA,NA,NA,NA,5,5,NA,3803,NA,NA,NA,Input, NA
NT,2020-08-26,NA,NA,NA,NA,5,5,NA,3807,NA,NA,NA,Input, NA
NT,2020-08-27,NA,NA,NA,NA,5,5,NA,3841,NA,NA,NA,Input, NA
NT,2020-08-28,NA,NA,NA,NA,5,5,NA,3856,NA,NA,NA,Input, NA
NT,2020-08-29,NA,NA,NA,NA,5,5,NA,3856,NA,NA,NA,Input, "did not update"
NT,2020-08-30,NA,NA,NA,NA,5,5,NA,3856,NA,NA,NA,Input, "did not update"
NT,2020-08-31,NA,NA,NA,NA,5,5,NA,3911,NA,NA,NA,Input, NA
NT,2020-09-01,NA,NA,NA,NA,5,5,NA,3911,NA,NA,NA,Input, "did not update"
NT,2020-09-02,NA,NA,NA,NA,5,5,NA,3969,NA,NA,NA,Input, NA
NT,2020-09-03,NA,NA,NA,NA,5,5,NA,3998,NA,NA,NA,Input, NA
NT,2020-09-04,NA,NA,NA,NA,5,5,NA,4012,NA,NA,NA,Input, NA
NT,2020-09-05,NA,NA,NA,NA,5,5,NA,4012,NA,NA,NA,Input, "did not update"
NT,2020-09-06,NA,NA,NA,NA,5,5,NA,4012,NA,NA,NA,Input, "did not update"
NT,2020-09-07,NA,NA,NA,NA,5,5,NA,4012,NA,NA,NA,Input, "did not update"
NT,2020-09-08,NA,NA,NA,NA,5,5,NA,4085,NA,NA,NA,Input, NA
NT,2020-09-09,NA,NA,NA,NA,5,5,NA,4101,NA,NA,NA,Input, NA
NT,2020-09-10,NA,NA,NA,NA,5,5,NA,4101,NA,NA,NA,Input, "did not update"
NT,2020-09-11,NA,NA,NA,NA,5,5,NA,4126,NA,NA,NA,Input, NA
NT,2020-09-12,NA,NA,NA,NA,5,5,NA,4168,NA,NA,NA,Input, NA
NT,2020-09-13,NA,NA,NA,NA,5,5,NA,4168,NA,NA,NA,Input, "did not update"
NT,2020-09-14,NA,NA,NA,NA,5,5,NA,4168,NA,NA,NA,Input, "did not update"
NT,2020-09-15,NA,NA,NA,NA,5,5,NA,4335,NA,NA,NA,Input, NA
NT,2020-09-16,NA,NA,NA,NA,5,5,NA,4382,NA,NA,NA,Input, NA
NT,2020-09-17,NA,NA,NA,NA,5,5,NA,4467,NA,NA,NA,Input, NA
NT,2020-09-18,NA,NA,NA,NA,5,5,NA,4598,NA,NA,NA,Input, NA
NT,2020-09-19,NA,NA,NA,NA,5,5,NA,4598,NA,NA,NA,Input, "did not update"
NT,2020-09-20,NA,NA,NA,NA,5,5,NA,4598,NA,NA,NA,Input, "did not update"
NT,2020-09-21,NA,NA,NA,NA,5,5,NA,4598,NA,NA,NA,Input, "did not update"
NT,2020-09-22,NA,NA,NA,NA,5,5,NA,4801,NA,NA,NA,Input, NA
NT,2020-09-23,NA,NA,NA,NA,5,5,NA,4902,NA,NA,NA,Input, NA
NT,2020-09-24,NA,NA,NA,NA,5,5,NA,4968,NA,NA,NA,Input, NA
NT,2020-09-25,NA,NA,NA,NA,5,5,NA,5029,NA,NA,NA,Input, NA
NT,2020-09-26,NA,NA,NA,NA,5,5,NA,5029,NA,NA,NA,Input, "did not update"
NT,2020-09-27,NA,NA,NA,NA,5,5,NA,5029,NA,NA,NA,Input, "did not update"
NT,2020-09-28,NA,NA,NA,NA,5,5,NA,5109,NA,NA,NA,Input, NA
NT,2020-09-29,NA,NA,NA,NA,5,5,NA,5164,NA,NA,NA,Input, NA
NT,2020-09-30,NA,NA,NA,NA,5,5,NA,5224,NA,NA,NA,Input, NA
NT,2020-10-01,NA,NA,NA,NA,5,5,NA,5279,NA,NA,NA,Input, NA
NT,2020-10-02,NA,NA,NA,NA,5,5,NA,5322,NA,NA,NA,Input, NA
NT,2020-10-03,NA,NA,NA,NA,5,5,NA,5322,NA,NA,NA,Input, "did not update"
NT,2020-10-04,NA,NA,NA,NA,5,5,NA,5322,NA,NA,NA,Input, "did not update"
NT,2020-10-05,NA,NA,NA,NA,5,5,NA,5393,NA,NA,NA,Input, NA
NT,2020-10-06,NA,NA,NA,NA,5,5,NA,5442,NA,NA,NA,Input, NA
NT,2020-10-07,NA,NA,NA,NA,5,5,NA,5491,NA,NA,NA,Input, NA
NT,2020-10-08,NA,NA,NA,NA,5,5,NA,5536,NA,NA,NA,Input, NA
NT,2020-10-09,NA,NA,NA,NA,5,5,NA,5572,NA,NA,NA,Input, NA
NT,2020-10-10,NA,NA,NA,NA,5,5,NA,5572,NA,NA,NA,Input, "did not update"
NT,2020-10-11,NA,NA,NA,NA,5,5,NA,5572,NA,NA,NA,Input, "did not update"
NT,2020-10-12,NA,NA,NA,NA,5,5,NA,5572,NA,NA,NA,Input, "did not update"
NT,2020-10-13,NA,NA,NA,NA,5,5,NA,5636,NA,NA,NA,Input, NA
NT,2020-10-14,NA,NA,NA,NA,5,5,NA,5685,NA,NA,NA,Input, NA
NT,2020-10-15,NA,NA,NA,NA,5,5,NA,5736,NA,NA,NA,Input, NA
NT,2020-10-16,NA,NA,NA,NA,5,5,NA,5772,NA,NA,NA,Input, NA
NT,2020-10-17,NA,NA,NA,NA,5,5,NA,5772,NA,NA,NA,Input, "did not update"
NT,2020-10-18,NA,NA,NA,NA,5,5,NA,5772,NA,NA,NA,Input, "did not update"
NT,2020-10-19,NA,NA,NA,NA,5,5,NA,5872,NA,NA,NA,Input, NA
NT,2020-10-20,NA,NA,NA,NA,6,5,NA,5939,NA,NA,NA,Input, NA
NT,2020-10-21,NA,NA,NA,NA,8,5,NA,6000,NA,NA,NA,Input, NA
NT,2020-10-22,NA,NA,NA,NA,8,5,NA,6036,NA,NA,NA,Input, NA
NT,2020-10-23,NA,NA,NA,NA,9,5,NA,6149,NA,NA,NA,Input, NA
NT,2020-10-24,NA,NA,NA,NA,9,5,NA,6149,NA,NA,NA,Input, "did not update"
NT,2020-10-25,NA,NA,NA,NA,9,5,NA,6149,NA,NA,NA,Input, "did not update"
NT,2020-10-26,NA,NA,NA,NA,9,5,NA,6267,NA,NA,NA,Input, NA
NT,2020-10-27,NA,NA,NA,NA,9,5,NA,6298,NA,NA,NA,Input, NA
NT,2020-10-28,NA,NA,NA,NA,9,5,NA,6355,NA,NA,NA,Input, NA
NT,2020-10-29,NA,NA,NA,NA,10,8,NA,6399,NA,NA,NA,Input, NA
NT,2020-10-30,NA,NA,NA,NA,10,8,NA,6452,NA,NA,NA,Input, NA
NT,2020-10-31,NA,NA,NA,NA,10,8,NA,6452,NA,NA,NA,Input, "did not update"
NT,2020-11-01,NA,NA,NA,NA,10,8,NA,6452,NA,NA,NA,Input, "did not update"
NT,2020-11-02,NA,NA,NA,NA,10,8,NA,6506,NA,NA,NA,Input, NA
NT,2020-11-03,NA,NA,NA,NA,10,9,NA,6552,NA,NA,NA,Input, NA
NT,2020-11-04,NA,NA,NA,NA,10,9,NA,6611,NA,NA,NA,Input, NA
NT,2020-11-05,NA,NA,NA,NA,10,9,NA,6636,NA,NA,NA,Input, NA
NT,2020-11-06,NA,NA,NA,NA,10,9,NA,6675,NA,NA,NA,Input, NA
NT,2020-11-07,NA,NA,NA,NA,10,9,NA,6675,NA,NA,NA,Input, "did not update"
NT,2020-11-08,NA,NA,NA,NA,10,9,NA,6675,NA,NA,NA,Input, "did not update"
NT,2020-11-09,NA,NA,NA,NA,10,10,NA,6744,NA,NA,NA,Input, NA
NT,2020-11-10,NA,NA,NA,NA,10,10,NA,6792,NA,NA,NA,Input, NA
NT,2020-11-11,NA,NA,NA,NA,10,10,NA,6792,NA,NA,NA,Input, "did not update"
NT,2020-11-12,NA,NA,NA,NA,11,10,NA,6837,NA,NA,NA,Input, NA
NT,2020-11-13,NA,NA,NA,NA,15,10,NA,6862,NA,NA,NA,Input, NA
NT,2020-11-14,NA,NA,NA,NA,15,10,NA,6862,NA,NA,NA,Input, "did not update"
NT,2020-11-15,NA,NA,NA,NA,15,10,NA,6862,NA,NA,NA,Input, "did not update"
NT,2020-11-16,NA,NA,NA,NA,15,10,NA,6936,NA,NA,NA,Input, NA
NT,2020-11-17,NA,NA,NA,NA,15,10,NA,7059,NA,NA,NA,Input, NA
NT,2020-11-18,NA,NA,NA,NA,15,10,NA,7113,NA,NA,NA,Input, NA
NT,2020-11-19,NA,NA,NA,NA,15,10,NA,7182,NA,NA,NA,Input, NA
NT,2020-11-20,NA,NA,NA,NA,15,10,NA,7222,NA,NA,NA,Input, NA
NT,2020-11-21,NA,NA,NA,NA,15,10,NA,7222,NA,NA,NA,Input, "did not update"
NT,2020-11-22,NA,NA,NA,NA,15,10,NA,7222,NA,NA,NA,Input, "did not update"
NT,2020-11-23,NA,NA,NA,NA,15,10,NA,7222,NA,NA,NA,Input, "did not update"
NT,2020-11-24,NA,NA,NA,NA,15,15,NA,7378,NA,NA,NA,Input, NA
NT,2020-11-25,NA,NA,NA,NA,15,15,NA,7420,NA,NA,NA,Input, NA
NT,2020-11-26,NA,NA,NA,NA,15,15,NA,7489,NA,NA,NA,Input, NA
NT,2020-11-27,NA,NA,NA,NA,15,15,NA,7530,NA,NA,NA,Input, NA
NT,2020-11-28,NA,NA,NA,NA,15,15,NA,7530,NA,NA,NA,Input, "did not update"
NT,2020-11-29,NA,NA,NA,NA,15,15,NA,7530,NA,NA,NA,Input, "did not update"
NT,2020-11-30,NA,NA,NA,NA,15,15,NA,7594,NA,NA,NA,Input, NA
NT,2020-12-01,NA,NA,NA,NA,15,15,NA,7663,NA,NA,NA,Input, NA
NT,2020-12-02,NA,NA,NA,NA,15,15,NA,7721,NA,NA,NA,Input, NA
NT,2020-12-03,NA,NA,NA,NA,15,15,NA,7787,NA,NA,NA,Input, NA
NT,2020-12-04,NA,NA,NA,NA,15,15,NA,7843,NA,NA,NA,Input, NA
NT,2020-12-05,NA,NA,NA,NA,15,15,NA,7843,NA,NA,NA,Input, "did not update"
NT,2020-12-06,NA,NA,NA,NA,15,15,NA,7843,NA,NA,NA,Input, "did not update"
NT,2020-12-07,NA,NA,NA,NA,15,15,NA,7926,NA,NA,NA,Input, NA
NT,2020-12-08,NA,NA,NA,NA,15,15,NA,8008,NA,NA,NA,Input, NA
NT,2020-12-09,NA,NA,NA,NA,15,15,NA,8094,NA,NA,NA,Input, NA
NT,2020-12-10,NA,NA,NA,NA,15,15,NA,8196,NA,NA,NA,Input, NA
NT,2020-12-11,NA,NA,NA,NA,20,15,NA,8468,NA,NA,NA,Input, NA
NT,2020-12-12,NA,NA,NA,NA,20,15,NA,8468,NA,NA,NA,Input, "did not update"
NT,2020-12-13,NA,NA,NA,NA,20,15,NA,8468,NA,NA,NA,Input, "did not update"
NT,2020-12-14,NA,NA,NA,NA,21,15,NA,8886,NA,NA,NA,Input, NA
NT,2020-12-15,NA,NA,NA,NA,22,15,NA,9073,NA,NA,NA,Input, NA
NT,2020-12-16,NA,NA,NA,NA,22,15,NA,9161,NA,NA,NA,Input, NA
NT,2020-12-17,NA,NA,NA,NA,23,15,NA,9215,NA,NA,NA,Input, NA
NT,2020-12-18,NA,NA,NA,NA,24,15,NA,9271,NA,NA,NA,Input, NA
NT,2020-12-19,NA,NA,NA,NA,24,15,NA,9271,NA,NA,NA,Input, "did not update"
NT,2020-12-20,NA,NA,NA,NA,24,15,NA,9271,NA,NA,NA,Input, "did not update"
NT,2020-12-21,NA,NA,NA,NA,24,21,NA,9335,NA,NA,NA,Input, NA
NT,2020-12-22,NA,NA,NA,NA,24,21,NA,9384,NA,NA,NA,Input, NA
NT,2020-12-23,NA,NA,NA,NA,24,23,NA,9446,NA,NA,NA,Input, NA
NT,2020-12-24,NA,NA,NA,NA,24,23,NA,9470,NA,NA,NA,Input, NA
NT,2020-12-25,NA,NA,NA,NA,24,23,NA,9470,NA,NA,NA,Input, "did not update"
NT,2020-12-26,NA,NA,NA,NA,24,23,NA,9470,NA,NA,NA,Input, "did not update"
NT,2020-12-27,NA,NA,NA,NA,24,23,NA,9470,NA,NA,NA,Input, "did not update"
NT,2020-12-28,NA,NA,NA,NA,24,23,NA,9470,NA,NA,NA,Input, "did not update"
NT,2020-12-29,NA,NA,NA,NA,24,23,NA,9614,NA,NA,NA,Input, NA
NT,2020-12-30,NA,NA,NA,NA,24,24,NA,9693,NA,NA,NA,Input, NA
NT,2020-12-31,NA,NA,NA,NA,24,24,NA,9764,NA,NA,NA,Input, NA
NT,2021-01-01,NA,NA,NA,NA,24,24,NA,9764,NA,NA,NA,Input, "did not update"
NT,2021-01-02,NA,NA,NA,NA,24,24,NA,9764,NA,NA,NA,Input, "did not update"
NT,2021-01-03,NA,NA,NA,NA,24,24,NA,9764,NA,NA,NA,Input, "did not update"
NT,2021-01-04,NA,NA,NA,NA,24,24,NA,9764,NA,NA,NA,Input, "did not update"
NT,2021-01-05,NA,NA,NA,NA,24,24,NA,9908,NA,NA,NA,Input, NA
NT,2021-01-06,NA,NA,NA,NA,24,24,NA,9999,NA,NA,NA,Input, NA
NT,2021-01-07,NA,NA,NA,NA,24,24,NA,10061,NA,NA,NA,Input, NA
NT,2021-01-08,NA,NA,NA,NA,24,24,NA,10115,NA,NA,NA,Input, NA
NT,2021-01-09,NA,NA,NA,NA,24,24,NA,10115,NA,NA,NA,Input, "did not update"
NT,2021-01-10,NA,NA,NA,NA,24,24,NA,10115,NA,NA,NA,Input, "did not update"
NT,2021-01-11,NA,NA,NA,NA,24,24,NA,10115,NA,NA,NA,Input, "network is down"
NT,2021-01-12,NA,NA,NA,NA,24,24,NA,10324,NA,NA,NA,Input, NA
NT,2021-01-13,NA,NA,NA,NA,24,24,NA,10412,NA,NA,NA,Input, NA
NT,2021-01-14,NA,NA,NA,NA,24,24,NA,10495,NA,NA,NA,Input, NA
NT,2021-01-15,NA,NA,NA,NA,25,24,NA,10585,NA,NA,NA,Input, NA
NT,2021-01-16,NA,NA,NA,NA,25,24,NA,10585,NA,NA,NA,Input, "did not update"
NT,2021-01-17,NA,NA,NA,NA,25,24,NA,10585,NA,NA,NA,Input, "did not update"
NT,2021-01-18,NA,NA,NA,NA,25,24,NA,10585,NA,NA,NA,Input, "did not update"
NT,2021-01-19,NA,NA,NA,NA,30,24,NA,11056,NA,NA,NA,Input, NA
NT,2021-01-20,NA,NA,NA,NA,30,24,NA,11056,NA,NA,NA,Input, "did not update"
NT,2021-01-21,NA,NA,NA,NA,31,24,NA,11454,NA,NA,NA,Input, NA
NT,2021-01-22,NA,NA,NA,NA,31,24,NA,11607,NA,NA,NA,Input, NA
NT,2021-01-23,NA,NA,NA,NA,31,24,NA,11607,NA,NA,NA,Input, "did not update"
NT,2021-01-24,NA,NA,NA,NA,31,24,NA,11607,NA,NA,NA,Input, "did not update"
NT,2021-01-25,NA,NA,NA,NA,31,25,NA,11804,NA,NA,NA,Input, NA
NT,2021-01-26,NA,NA,NA,NA,31,26,NA,11872,NA,NA,NA,Input, NA
NT,2021-01-27,NA,NA,NA,NA,31,28,NA,11789,NA,NA,NA,Input, "total test dropped"
NT,2021-01-28,NA,NA,NA,NA,31,28,NA,11789,NA,NA,NA,Input, "did not update"
NT,2021-01-29,NA,NA,NA,NA,35,35,NA,11948,NA,NA,NA,Input, NA
NT,2021-01-30,NA,NA,NA,NA,35,35,NA,11948,NA,NA,NA,Input, "did not update"
NT,2021-01-31,NA,NA,NA,NA,35,35,NA,11948,NA,NA,NA,Input, "did not update"
NT,2021-02-01,NA,NA,NA,NA,35,35,NA,11948,NA,NA,NA,Input, "did not update"
NT,2021-02-02,NA,NA,NA,NA,36,35,NA,12169,NA,NA,NA,Input, NA
NT,2021-02-03,NA,NA,NA,NA,36,35,NA,12273,NA,NA,NA,Input, NA
NT,2021-02-04,NA,NA,NA,NA,36,35,NA,12273,NA,NA,NA,Input, NA
NT,2021-02-05,NA,NA,NA,NA,36,35,NA,12360,NA,NA,NA,Input, NA
NT,2021-02-06,NA,NA,NA,NA,36,35,NA,12360,NA,NA,NA,Input, "did not update"
NT,2021-02-07,NA,NA,NA,NA,36,35,NA,12360,NA,NA,NA,Input, "did not update"
NT,2021-02-08,NA,NA,NA,NA,36,35,NA,12466,NA,NA,NA,Input, NA
NT,2021-02-09,NA,NA,NA,NA,38,35,NA,12545,NA,NA,NA,Input, NA
NT,2021-02-10,NA,NA,NA,NA,39,36,NA,12764,NA,NA,NA,Input, NA
NT,2021-02-11,NA,NA,NA,NA,43,37,NA,12953,NA,NA,NA,Input, NA
NT,2021-02-12,NA,NA,NA,NA,43,37,NA,13053,NA,NA,NA,Input, NA
NT,2021-02-13,NA,NA,NA,NA,43,37,NA,13053,NA,NA,NA,Input, "did not update"
NT,2021-02-14,NA,NA,NA,NA,43,37,NA,13053,NA,NA,NA,Input, "did not update"
NT,2021-02-15,NA,NA,NA,NA,43,37,NA,13274,NA,NA,NA,Input, NA
NT,2021-02-16,NA,NA,NA,NA,43,37,NA,13445,NA,NA,NA,Input, NA
NU,2020-04-01,85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus ,"no longer under invest = negative"
NU,2020-04-02,85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,Input,"did not update"
NU,2020-04-03,85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,Input,"did not update"
NU,2020-04-04,85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,Input,"did not update"
NU,2020-04-05,85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,Input,"did not update"
NU,2020-04-06,109,NA,247,NA,NA,NA,NA,356,NA,NA,NA,Input,NA
NU,2020-04-07,109,NA,247,NA,NA,NA,NA,356,NA,NA,NA,Input,"did not update"
NU,2020-04-08,114,NA,255,NA,NA,NA,NA,369,NA,NA,NA,Input,NA
NU,2020-04-09,147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,Input,NA
NU,2020-04-10,147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,Input,"did not update"
NU,2020-04-11,147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,Input,"did not update"
NU,2020-04-12,147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,Input,"did not update"
NU,2020-04-13,181,NA,218,NA,NA,NA,NA,399,NA,NA,NA,Input,NA
NU,2020-04-14,181,NA,218,NA,NA,NA,NA,399,NA,NA,NA,Input,"did not update"
NU,2020-04-15,190,NA,214,NA,NA,NA,NA,404,NA,NA,NA,Input,NA
NU,2020-04-16,190,NA,214,NA,NA,NA,NA,404,NA,NA,NA,Input,"did not update"
NU,2020-04-17,199,NA,231,NA,NA,NA,NA,430,NA,NA,NA,Input,NA
NU,2020-04-18,199,NA,231,NA,NA,NA,NA,430,NA,NA,NA,Input,"did not update"
NU,2020-04-19,199,NA,231,NA,NA,NA,NA,430,NA,NA,NA,Input,"did not update"
NU,2020-04-20,201,NA,252,NA,NA,NA,NA,453,NA,NA,NA,Input,NA
NU,2020-04-21,201,NA,252,NA,NA,NA,NA,453,NA,NA,NA,Input,"did not update"
NU,2020-04-22,250,NA,235,NA,NA,NA,NA,485,NA,NA,NA,Input,NA
NU,2020-04-23,250,NA,235,NA,NA,NA,NA,485,NA,NA,NA,Input,"did not update"
NU,2020-04-24,277,NA,253,NA,NA,NA,NA,530,NA,NA,NA,Input,NA
NU,2020-04-25,277,NA,253,NA,NA,NA,NA,530,NA,NA,NA,Input,"did not update"
NU,2020-04-26,277,NA,253,NA,NA,NA,NA,530,NA,NA,NA,Input,"did not update"
NU,2020-04-27,323,NA,227,NA,NA,NA,NA,550,NA,NA,NA,Input,NA
NU,2020-04-28,323,NA,227,NA,NA,NA,NA,550,NA,NA,NA,Input,"did not update"
NU,2020-04-29,361,NA,219,NA,NA,NA,NA,580,NA,NA,NA,Input,NA
NU,2020-04-30,406,NA,196,NA,1,NA,NA,602,NA,NA,NA,Input,"first case"
NU,2020-05-01,406,NA,196,NA,1,NA,NA,602,NA,NA,NA,Input,"did not update"
NU,2020-05-02,406,NA,196,NA,1,NA,NA,602,NA,NA,NA,Input,"did not update"
NU,2020-05-03,406,NA,196,NA,1,NA,NA,602,NA,NA,NA,Input,"did not update"
NU,2020-05-04,437,NA,266,NA,0,NA,NA,703,NA,NA,NA,Input, "Not sure why confirm case dropped"
NU,2020-05-05,437,NA,266,NA,0,NA,NA,703,NA,NA,NA,Input, "did not update"
NU,2020-05-06,452,NA,326,NA,0,NA,NA,778,NA,NA,NA,Input, NA
NU,2020-05-07,452,NA,326,NA,0,NA,NA,778,NA,NA,NA,Input, "did not update"
NU,2020-05-08,514,NA,291,NA,0,NA,NA,805,NA,NA,NA,Input, NA
NU,2020-05-09,514,NA,291,NA,0,NA,NA,805,NA,NA,NA,Input, "did not update"
NU,2020-05-10,514,NA,291,NA,0,NA,NA,805,NA,NA,NA,Input, "did not update"
NU,2020-05-11,553,NA,285,NA,0,NA,NA,838,NA,NA,NA,Input, NA
NU,2020-05-12,553,NA,285,NA,0,NA,NA,838,NA,NA,NA,Input, "did not update"
NU,2020-05-13,NA,NA,289,NA,0,NA,NA,881,NA,NA,NA,Input, "no more negatives"
NU,2020-05-14,NA,NA,289,NA,0,NA,NA,881,NA,NA,NA,Input, "did not update"
NU,2020-05-15,NA,NA,260,NA,0,NA,NA,907,NA,NA,NA,Input, NA
NU,2020-05-16,NA,NA,260,NA,0,NA,NA,907,NA,NA,NA,Input, "did not update"
NU,2020-05-17,NA,NA,260,NA,0,NA,NA,907,NA,NA,NA,Input, "did not update"
NU,2020-05-18,NA,NA,261,NA,0,NA,NA,948,NA,NA,NA,Input, NA
NU,2020-05-19,NA,NA,261,NA,0,NA,NA,948,NA,NA,NA,Input, "did not update"
NU,2020-05-20,NA,NA,261,NA,0,NA,NA,948,NA,NA,NA,Input, "did not update"
NU,2020-05-21,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, NA
NU,2020-05-22,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, "did not update"
NU,2020-05-23,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, "did not update"
NU,2020-05-24,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, "did not update"
NU,2020-05-25,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, "did not update"
NU,2020-05-26,NA,NA,223,NA,0,NA,NA,972,NA,NA,NA,Input, "did not update"
NU,2020-05-27,NA,NA,124,NA,0,NA,NA,1044,NA,NA,NA,Input, NA
NU,2020-05-28,NA,NA,124,NA,0,NA,NA,1044,NA,NA,NA,Input, "did not update"
NU,2020-05-29,NA,NA,130,NA,0,NA,NA,1070,NA,NA,NA,Input, NA
NU,2020-05-30,NA,NA,130,NA,0,NA,NA,1070,NA,NA,NA,Input, "did not update"
NU,2020-05-31,NA,NA,130,NA,0,NA,NA,1070,NA,NA,NA,Input, "did not update"
NU,2020-06-01,NA,NA,130,NA,0,NA,NA,1070,NA,NA,NA,Input, "did not update"
NU,2020-06-02,NA,NA,130,NA,0,NA,NA,1070,NA,NA,NA,Input, "did not update"
NU,2020-06-03,NA,NA,106,NA,0,NA,NA,1112,NA,NA,NA,Input, NA
NU,2020-06-04,NA,NA,106,NA,0,NA,NA,1112,NA,NA,NA,Input, "did not update"
NU,2020-06-05,NA,NA,106,NA,0,NA,NA,1112,NA,NA,NA,Input, "did not update"
NU,2020-06-06,NA,NA,106,NA,0,NA,NA,1112,NA,NA,NA,Input, "did not update"
NU,2020-06-07,NA,NA,106,NA,0,NA,NA,1112,NA,NA,NA,Input, "did not update"
NU,2020-06-08,NA,NA,119,NA,0,NA,NA,1166,NA,NA,NA,Input, NA
NU,2020-06-09,NA,NA,119,NA,0,NA,NA,1166,NA,NA,NA,Input, "did not update"
