Province,Date,negative,presumptive_negative,under_investigation,presumptive_positive,confirmed_positive,resolved,deceased,total_testing,Hospitalization,ICU,Ventilator,source,Note
YT,2020-08-23,NA,NA,NA,NA,15,15,0,2335,NA,NA,NA,Input, "did not update"
YT,2020-08-24,NA,NA,NA,NA,15,15,0,2478,NA,NA,NA,Input, NA
YT,2020-08-25,NA,NA,NA,NA,15,15,0,2423,NA,NA,NA,Input, NA
YT,2020-08-26,NA,NA,NA,NA,15,15,0,2459,NA,NA,NA,Input, NA
YT,2020-08-27,NA,NA,NA,NA,15,15,0,2495,NA,NA,NA,Input, NA
YT,2020-08-28,NA,NA,NA,NA,15,15,0,2518,NA,NA,NA,Input, NA
YT,2020-08-29,NA,NA,NA,NA,15,15,0,2518,NA,NA,NA,Input, "did not update"
YT,2020-08-30,NA,NA,NA,NA,15,15,0,2518,NA,NA,NA,Input, "did not update"
YT,2020-08-31,NA,NA,NA,NA,15,15,0,2562,NA,NA,NA,Input, NA
YT,2020-09-01,NA,NA,NA,NA,15,15,0,2603,NA,NA,NA,Input, NA
YT,2020-09-02,NA,NA,NA,NA,15,15,0,2643,NA,NA,NA,Input, NA
YT,2020-09-03,NA,NA,NA,NA,15,15,0,2685,NA,NA,NA,Input, NA
YT,2020-09-04,NA,NA,NA,NA,15,15,0,2720,NA,NA,NA,Input, NA
YT,2020-09-05,NA,NA,NA,NA,15,15,0,2720,NA,NA,NA,Input, "did not update"
YT,2020-09-06,NA,NA,NA,NA,15,15,0,2720,NA,NA,NA,Input, "did not update"
YT,2020-09-07,NA,NA,NA,NA,15,15,0,2720,NA,NA,NA,Input, "did not update"
YT,2020-09-08,NA,NA,NA,NA,15,15,0,2785,NA,NA,NA,Input, NA
YT,2020-09-09,NA,NA,NA,NA,15,15,0,2785,NA,NA,NA,Input, "did not update"
YT,2020-09-10,NA,NA,NA,NA,15,15,0,2855,NA,NA,NA,Input, NA
YT,2020-09-11,NA,NA,NA,NA,15,15,0,2883,NA,NA,NA,Input, NA
YT,2020-09-12,NA,NA,NA,NA,15,15,0,2883,NA,NA,NA,Input, "did not update"
YT,2020-09-13,NA,NA,NA,NA,15,15,0,2883,NA,NA,NA,Input, "did not update"
YT,2020-09-14,NA,NA,NA,NA,15,15,0,2936,NA,NA,NA,Input, NA
YT,2020-09-15,NA,NA,NA,NA,15,15,0,2983,NA,NA,NA,Input, NA
YT,2020-09-16,NA,NA,NA,NA,15,15,0,3020,NA,NA,NA,Input, NA
YT,2020-09-17,NA,NA,NA,NA,15,15,0,3049,NA,NA,NA,Input, NA
YT,2020-09-18,NA,NA,NA,NA,15,15,0,3049,NA,NA,NA,Input, "did not update"
YT,2020-09-19,NA,NA,NA,NA,15,15,0,3049,NA,NA,NA,Input, "did not update"
YT,2020-09-20,NA,NA,NA,NA,15,15,0,3049,NA,NA,NA,Input, "did not update"
YT,2020-09-21,NA,NA,NA,NA,15,15,0,3134,NA,NA,NA,Input, NA
YT,2020-09-22,NA,NA,NA,NA,15,15,0,3185,NA,NA,NA,Input, NA
YT,2020-09-23,NA,NA,NA,NA,15,15,0,3211,NA,NA,NA,Input, NA
YT,2020-09-24,NA,NA,NA,NA,15,15,0,3259,NA,NA,NA,Input, NA
YT,2020-09-25,NA,NA,NA,NA,15,15,0,3280,NA,NA,NA,Input, NA
YT,2020-09-26,NA,NA,NA,NA,15,15,0,3280,NA,NA,NA,Input, "did not update"
YT,2020-09-27,NA,NA,NA,NA,15,15,0,3280,NA,NA,NA,Input, "did not update"
YT,2020-09-28,NA,NA,NA,NA,15,15,0,3342,NA,NA,NA,Input, NA
YT,2020-09-29,NA,NA,NA,NA,15,15,0,3376,NA,NA,NA,Input, NA
YT,2020-09-30,NA,NA,NA,NA,15,15,0,3402,NA,NA,NA,Input, NA
YT,2020-10-01,NA,NA,NA,NA,15,15,0,3428,NA,NA,NA,Input, NA
YT,2020-10-02,NA,NA,NA,NA,15,15,0,3452,NA,NA,NA,Input, NA
YT,2020-10-03,NA,NA,NA,NA,15,15,0,3452,NA,NA,NA,Input, "did not update"
YT,2020-10-04,NA,NA,NA,NA,15,15,0,3452,NA,NA,NA,Input, "did not update"
YT,2020-10-05,NA,NA,NA,NA,15,15,0,3488,NA,NA,NA,Input, NA
YT,2020-10-06,NA,NA,NA,NA,15,15,0,3522,NA,NA,NA,Input, NA
YT,2020-10-07,NA,NA,NA,NA,15,15,0,3542,NA,NA,NA,Input, NA
YT,2020-10-08,NA,NA,NA,NA,15,15,0,3561,NA,NA,NA,Input, NA
YT,2020-10-09,NA,NA,NA,NA,15,15,0,3588,NA,NA,NA,Input, NA
YT,2020-10-10,NA,NA,NA,NA,15,15,0,3588,NA,NA,NA,Input, "did not update"
YT,2020-10-11,NA,NA,NA,NA,15,15,0,3588,NA,NA,NA,Input, "did not update"
YT,2020-10-12,NA,NA,NA,NA,15,15,0,3588,NA,NA,NA,Input, "did not update"
YT,2020-10-13,NA,NA,NA,NA,15,15,0,3646,NA,NA,NA,Input, NA
YT,2020-10-14,NA,NA,NA,NA,15,15,0,3678,NA,NA,NA,Input, NA
YT,2020-10-15,NA,NA,NA,NA,15,15,0,3703,NA,NA,NA,Input, NA
YT,2020-10-16,NA,NA,NA,NA,15,15,0,3717,NA,NA,NA,Input, NA
YT,2020-10-17,NA,NA,NA,NA,15,15,0,3717,NA,NA,NA,Input, "did not update"
YT,2020-10-18,NA,NA,NA,NA,15,15,0,3717,NA,NA,NA,Input, "did not update"
YT,2020-10-19,NA,NA,NA,NA,15,15,0,3751,NA,NA,NA,Input, NA
YT,2020-10-20,NA,NA,NA,NA,17,15,0,3785,NA,NA,NA,Input, NA
YT,2020-10-21,NA,NA,NA,NA,17,15,0,3814,NA,NA,NA,Input, NA
YT,2020-10-22,NA,NA,NA,NA,17,15,0,3845,NA,NA,NA,Input, NA
YT,2020-10-23,NA,NA,NA,NA,20,15,0,3857,NA,NA,NA,Input, NA
YT,2020-10-24,NA,NA,NA,NA,20,15,0,3857,NA,NA,NA,Input, "did not update"
YT,2020-10-25,NA,NA,NA,NA,20,15,0,3857,NA,NA,NA,Input, "did not update"
YT,2020-10-26,NA,NA,NA,NA,22,15,0,3909,NA,NA,NA,Input, NA
YT,2020-10-27,NA,NA,NA,NA,22,15,0,3946,NA,NA,NA,Input, NA
YT,2020-10-28,NA,NA,NA,NA,22,17,0,4004,NA,NA,NA,Input, NA
YT,2020-10-29,NA,NA,NA,NA,23,17,0,4031,NA,NA,NA,Input, NA
YT,2020-10-30,NA,NA,NA,NA,23,17,0,4053,NA,NA,NA,Input, NA
YT,2020-10-31,NA,NA,NA,NA,23,17,0,4053,NA,NA,NA,Input, "did not update"
YT,2020-11-01,NA,NA,NA,NA,23,17,0,4053,NA,NA,NA,Input, "did not update"
YT,2020-11-02,NA,NA,NA,NA,23,17,0,4053,NA,NA,NA,Input, "did not update"
YT,2020-11-03,NA,NA,NA,NA,23,20,1,4092,NA,NA,NA,Input, "did not update"
YT,2020-11-04,NA,NA,NA,NA,23,20,1,4114,NA,NA,NA,Input, NA
YT,2020-11-05,NA,NA,NA,NA,23,20,1,4155,NA,NA,NA,Input, NA
YT,2020-11-06,NA,NA,NA,NA,23,20,1,4164,NA,NA,NA,Input, NA
YT,2020-11-07,NA,NA,NA,NA,23,20,1,4164,NA,NA,NA,Input, "did not update"
YT,2020-11-08,NA,NA,NA,NA,23,20,1,4164,NA,NA,NA,Input, "did not update"
YT,2020-11-09,NA,NA,NA,NA,23,21,1,4197,NA,NA,NA,Input, NA
YT,2020-11-10,NA,NA,NA,NA,23,22,1,4211,NA,NA,NA,Input, NA
YT,2020-11-11,NA,NA,NA,NA,23,22,1,4211,NA,NA,NA,Input, "did not update"
YT,2020-11-12,NA,NA,NA,NA,24,22,1,4235,NA,NA,NA,Input, NA
YT,2020-11-13,NA,NA,NA,NA,24,22,1,4267,NA,NA,NA,Input, NA
YT,2020-11-14,NA,NA,NA,NA,24,22,1,4267,NA,NA,NA,Input, "did not update"
YT,2020-11-15,NA,NA,NA,NA,24,22,1,4267,NA,NA,NA,Input, "did not update"
YT,2020-11-16,NA,NA,NA,NA,24,22,1,4343,NA,NA,NA,Input, NA
YT,2020-11-17,NA,NA,NA,NA,25,22,1,4376,NA,NA,NA,Input, NA
YT,2020-11-18,NA,NA,NA,NA,26,22,1,4408,NA,NA,NA,Input, NA
YT,2020-11-19,NA,NA,NA,NA,26,22,1,4408,NA,NA,NA,Input, NA
YT,2020-11-20,NA,NA,NA,NA,29,22,1,4509,NA,NA,NA,Input, NA
YT,2020-11-21,NA,NA,NA,NA,32,22,1,4509,NA,NA,NA,Input, NA
YT,2020-11-22,NA,NA,NA,NA,32,22,1,4509,NA,NA,NA,Input, "did not update"
YT,2020-11-23,NA,NA,NA,NA,38,23,1,4732,NA,NA,NA,Input, NA
YT,2020-11-24,NA,NA,NA,NA,38,23,1,4821,NA,NA,NA,Input, NA
YT,2020-11-25,NA,NA,NA,NA,39,23,1,4987,NA,NA,NA,Input, NA
YT,2020-11-26,NA,NA,NA,NA,39,23,1,4987,NA,NA,NA,Input, "did not update"
YT,2020-11-27,NA,NA,NA,NA,45,29,1,5166,NA,NA,NA,Input, NA
YT,2020-11-28,NA,NA,NA,NA,45,29,1,5166,NA,NA,NA,Input, "did not update"
YT,2020-11-29,NA,NA,NA,NA,45,29,1,5166,NA,NA,NA,Input, "did not update"
YT,2020-11-30,NA,NA,NA,NA,47,29,1,5336,NA,NA,NA,Input, NA
YT,2020-12-01,NA,NA,NA,NA,47,29,1,5336,NA,NA,NA,Input, "did not update"
YT,2020-12-02,NA,NA,NA,NA,50,29,1,5435,NA,NA,NA,Input, NA
YT,2020-12-03,NA,NA,NA,NA,51,39,1,5488,NA,NA,NA,Input, NA
YT,2020-12-04,NA,NA,NA,NA,54,41,1,5522,NA,NA,NA,Input, NA
YT,2020-12-05,NA,NA,NA,NA,54,41,1,5522,NA,NA,NA,Input, "did not update"
YT,2020-12-06,NA,NA,NA,NA,54,41,1,5522,NA,NA,NA,Input, "did not update"
YT,2020-12-07,NA,NA,NA,NA,57,47,1,5607,NA,NA,NA,Input, NA
YT,2020-12-08,NA,NA,NA,NA,58,47,1,5645,NA,NA,NA,Input, NA
YT,2020-12-09,NA,NA,NA,NA,58,47,1,5673,NA,NA,NA,Input, NA
YT,2020-12-10,NA,NA,NA,NA,58,47,1,5701,NA,NA,NA,Input, NA
YT,2020-12-11,NA,NA,NA,NA,58,54,1,5723,NA,NA,NA,Input, NA
YT,2020-12-12,NA,NA,NA,NA,58,54,1,5723,NA,NA,NA,Input, "did not update"
YT,2020-12-13,NA,NA,NA,NA,58,54,1,5723,NA,NA,NA,Input, "did not update"
YT,2020-12-14,NA,NA,NA,NA,59,54,1,5756,NA,NA,NA,Input, NA
YT,2020-12-15,NA,NA,NA,NA,59,57,1,5773,NA,NA,NA,Input, NA
YT,2020-12-16,NA,NA,NA,NA,59,57,1,5790,NA,NA,NA,Input, NA
YT,2020-12-17,NA,NA,NA,NA,59,57,1,5815,NA,NA,NA,Input, NA
YT,2020-12-18,NA,NA,NA,NA,59,57,1,5822,NA,NA,NA,Input, NA
YT,2020-12-19,NA,NA,NA,NA,59,57,1,5822,NA,NA,NA,Input, "did not update"
YT,2020-12-20,NA,NA,NA,NA,59,57,1,5822,NA,NA,NA,Input, "did not update"
YT,2020-12-21,NA,NA,NA,NA,59,57,1,5855,NA,NA,NA,Input, NA
YT,2020-12-22,NA,NA,NA,NA,59,58,1,5872,NA,NA,NA,Input, NA
YT,2020-12-23,NA,NA,NA,NA,59,58,1,5872,NA,NA,NA,Input, "did not update"
YT,2020-12-24,NA,NA,NA,NA,60,59,1,5887,NA,NA,NA,Input, NA
YT,2020-12-25,NA,NA,NA,NA,60,59,1,5887,NA,NA,NA,Input, "did not update"
YT,2020-12-26,NA,NA,NA,NA,60,59,1,5887,NA,NA,NA,Input, "did not update"
YT,2020-12-27,NA,NA,NA,NA,60,59,1,5887,NA,NA,NA,Input, "did not update"
YT,2020-12-28,NA,NA,NA,NA,60,59,1,5887,NA,NA,NA,Input, "did not update"
YT,2020-12-29,NA,NA,NA,NA,60,59,1,5911,NA,NA,NA,Input, NA
YT,2020-12-30,NA,NA,NA,NA,60,59,1,5921,NA,NA,NA,Input, NA
YT,2020-12-31,NA,NA,NA,NA,60,59,1,5927,NA,NA,NA,Input, NA
YT,2021-01-01,NA,NA,NA,NA,60,59,1,5927,NA,NA,NA,Input, NA
YT,2021-01-02,NA,NA,NA,NA,60,59,1,5927,NA,NA,NA,Input, "did not update"
YT,2021-01-03,NA,NA,NA,NA,60,59,1,5927,NA,NA,NA,Input, "did not update"
YT,2021-01-04,NA,NA,NA,NA,65,59,1,5970,NA,NA,NA,Input, NA
YT,2021-01-05,NA,NA,NA,NA,65,59,1,6003,NA,NA,NA,Input, NA
YT,2021-01-06,NA,NA,NA,NA,66,59,1,6033,NA,NA,NA,Input, NA
YT,2021-01-07,NA,NA,NA,NA,69,59,1,6057,NA,NA,NA,Input, NA
YT,2021-01-08,NA,NA,NA,NA,70,59,1,6079,NA,NA,NA,Input, NA
YT,2021-01-09,NA,NA,NA,NA,70,59,1,6079,NA,NA,NA,Input, "did not update"
YT,2021-01-10,NA,NA,NA,NA,70,59,1,6079,NA,NA,NA,Input, "did not update"
YT,2021-01-11,NA,NA,NA,NA,70,63,1,6106,NA,NA,NA,Input, NA
YT,2021-01-12,NA,NA,NA,NA,70,63,1,6118,NA,NA,NA,Input, NA
YT,2021-01-13,NA,NA,NA,NA,70,63,1,6130,NA,NA,NA,Input, NA
YT,2021-01-14,NA,NA,NA,NA,70,67,1,6141,NA,NA,NA,Input, NA
YT,2021-01-15,NA,NA,NA,NA,70,67,1,6156,NA,NA,NA,Input, NA
YT,2021-01-16,NA,NA,NA,NA,70,67,1,6156,NA,NA,NA,Input, "did not update"
YT,2021-01-17,NA,NA,NA,NA,70,67,1,6156,NA,NA,NA,Input, "did not update"
YT,2021-01-18,NA,NA,NA,NA,70,69,1,6175,NA,NA,NA,Input, NA
YT,2021-01-19,NA,NA,NA,NA,70,69,1,6185,NA,NA,NA,Input, NA
YT,2021-01-20,NA,NA,NA,NA,70,69,1,6203,NA,NA,NA,Input, NA
YT,2021-01-21,NA,NA,NA,NA,70,69,1,6210,NA,NA,NA,Input, NA
YT,2021-01-22,NA,NA,NA,NA,70,69,1,6216,NA,NA,NA,Input, NA
YT,2021-01-23,NA,NA,NA,NA,70,69,1,6216,NA,NA,NA,Input, "did not update"
YT,2021-01-24,NA,NA,NA,NA,70,69,1,6216,NA,NA,NA,Input, "did not update"
YT,2021-01-25,NA,NA,NA,NA,70,69,1,6229,NA,NA,NA,Input, NA
YT,2021-01-26,NA,NA,NA,NA,70,69,1,6245,NA,NA,NA,Input, NA
YT,2021-01-27,NA,NA,NA,NA,70,69,1,6257,NA,NA,NA,Input, NA
YT,2021-01-28,NA,NA,NA,NA,70,69,1,6264,NA,NA,NA,Input, NA
YT,2021-01-29,NA,NA,NA,NA,70,69,1,6273,NA,NA,NA,Input, NA
YT,2021-01-30,NA,NA,NA,NA,70,69,1,6273,NA,NA,NA,Input, "did not update"
YT,2021-01-31,NA,NA,NA,NA,70,69,1,6273,NA,NA,NA,Input, "did not update"
YT,2021-02-01,NA,NA,NA,NA,70,69,1,6294,NA,NA,NA,Input, NA
YT,2021-02-02,NA,NA,NA,NA,70,69,1,6303,NA,NA,NA,Input, NA
YT,2021-02-03,NA,NA,NA,NA,70,69,1,6315,NA,NA,NA,Input, NA
YT,2021-02-04,NA,NA,NA,NA,70,69,1,6323,NA,NA,NA,Input, NA
YT,2021-02-05,NA,NA,NA,NA,70,69,1,6328,NA,NA,NA,Input, NA
YT,2021-02-06,NA,NA,NA,NA,70,69,1,6328,NA,NA,NA,Input, "did not update"
YT,2021-02-07,NA,NA,NA,NA,70,69,1,6328,NA,NA,NA,Input, "did not update"
YT,2021-02-08,NA,NA,NA,NA,70,69,1,7674,NA,NA,NA,Input, "Changing total people tested to total number of test"
YT,2021-02-09,NA,NA,NA,NA,70,69,1,7696,NA,NA,NA,Input, NA
YT,2021-02-10,NA,NA,NA,NA,70,69,1,7696,NA,NA,NA,Input, "did not update"
YT,2021-02-11,NA,NA,NA,NA,70,69,1,7760,NA,NA,NA,Input, NA
YT,2021-02-12,NA,NA,NA,NA,71,69,1,7793,NA,NA,NA,Input, NA
YT,2021-02-13,NA,NA,NA,NA,71,69,1,7793,NA,NA,NA,Input, "did not update"
YT,2021-02-14,NA,NA,NA,NA,71,69,1,7793,NA,NA,NA,Input, "did not update"
YT,2021-02-15,NA,NA,NA,NA,72,69,1,7864,NA,NA,NA,Input, NA
YT,2021-02-16,NA,NA,NA,NA,72,69,1,7890,NA,NA,NA,Input, NA
NT,2020-03-21,NA,NA,NA,NA,1,NA,NA,299,NA,NA,NA,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19 ,NA 
NT,2020-03-22,NA,NA,NA,NA,1,NA,NA,370,NA,NA,NA,Input,NA
NT,2020-03-23,NA,NA,NA,NA,1,NA,NA,370,NA,NA,NA,Input,"TODO: Server down"
NT,2020-03-24,NA,NA,176,NA,1,NA,NA,492,NA,NA,NA,Input,NA
NT,2020-03-25,NA,NA,209,NA,1,NA,NA,533,NA,NA,NA,Input,NA
NT,2020-03-26,NA,NA,295,NA,1,NA,NA,559,NA,NA,NA,Input,NA
NT,2020-03-27,NA,NA,307,NA,1,NA,NA,607,NA,NA,NA,Input,NA
NT,2020-03-28,NA,NA,221,NA,1,NA,NA,762,NA,NA,NA,Input,NA
NT,2020-03-29,NA,NA,212,NA,1,NA,NA,817,NA,NA,NA,Input,NA
NT,2020-03-30,832,NA,215,NA,1,NA,NA,833,NA,NA,NA,Input,NA
NT,2020-03-31,909,NA,181,NA,1,NA,NA,910,NA,NA,NA,Input,NA
NT,2020-04-01,977,NA,130,NA,2,NA,NA,979,NA,NA,NA,Input, "pending doesn't count as total, total here is completed test"
NT,2020-04-02,994,NA,171,NA,2,NA,NA,996,NA,NA,NA,Input, "updated 9am"
NT,2020-04-03,1137,NA,117,NA,4,1,NA,1141,NA,NA,NA,Input, NA
NT,2020-04-04,1200,NA,76,NA,4,1,NA,1204,NA,NA,NA,Input, NA
NT,2020-04-05,1251,NA,46,NA,4,1,NA,1255,NA,NA,NA,Input, "Update at 9:00am"
NT,2020-04-06,1257,NA,46,NA,5,1,NA,1262,NA,NA,NA,Input, NA
NT,2020-04-07,1270,NA,103,NA,5,1,NA,1275,NA,NA,NA,Input, NA
NT,2020-04-08,1294,NA,107,NA,5,1,NA,1299,NA,NA,NA,Input, NA
NT,2020-04-09,1309,NA,115,NA,5,1,NA,1314,NA,NA,NA,Input, NA
NT,2020-04-10,1392,NA,77,NA,5,1,NA,1392,NA,NA,NA,Input, NA
NT,2020-04-11,1429,NA,48,NA,5,1,NA,1429,NA,NA,NA,Input, NA
NT,2020-04-12,1443,NA,37,NA,5,1,NA,1448,NA,NA,NA,Input, NA
NT,2020-04-13,1448,NA,33,NA,5,2,NA,1453,NA,NA,NA,Input, NA
NT,2020-04-13,1448,NA,33,NA,5,2,NA,1453,NA,NA,NA,Input, NA
NT,2020-04-14,1451,NA,52,NA,5,2,NA,1456,NA,NA,NA,Input, NA
NT,2020-04-15,1459,NA,47,NA,5,2,NA,1464,NA,NA,NA,Input, NA
NT,2020-04-16,1500,NA,41,NA,5,2,NA,1505,NA,NA,NA,Input, NA
NT,2020-04-17,1509,NA,52,NA,5,3,NA,1514,NA,NA,NA,Input, NA
NT,2020-04-18,1525,NA,56,NA,5,3,NA,1530,NA,NA,NA,Input, NA
NT,2020-04-19,1546,NA,41,NA,5,3,NA,1551,NA,NA,NA,Input, NA
NT,2020-04-20,1569,NA,27,NA,5,5,NA,1574,NA,NA,NA,Input, NA
NT,2020-04-21,1588,NA,18,NA,5,5,NA,1593,NA,NA,NA,Input, NA
NT,2020-04-22,1592,NA,37,NA,5,5,NA,1597,NA,NA,NA,Input, NA
NT,2020-04-23,1600,NA,47,NA,5,5,NA,1605,NA,NA,NA,Input, NA
NT,2020-04-24,1623,NA,37,NA,5,5,NA,1628,NA,NA,NA,Input, NA
NT,2020-04-25,1642,NA,36,NA,5,5,NA,1647,NA,NA,NA,Input, NA
NT,2020-04-26,1665,NA,20,NA,5,5,NA,1670,NA,NA,NA,Input, NA
NT,2020-04-27,1678,NA,25,NA,5,5,NA,1683,NA,NA,NA,Input, NA
NT,2020-04-28,1679,NA,39,NA,5,5,NA,1684,NA,NA,NA,Input, NA
NT,2020-04-29,1705,NA,34,NA,5,5,NA,1710,NA,NA,NA,Input, NA
NT,2020-04-30,1731,NA,53,NA,5,5,NA,1736,NA,NA,NA,Input, NA
NT,2020-05-01,1753,NA,60,NA,5,5,NA,1758,NA,NA,NA,Input, NA
NT,2020-05-02,1789,NA,56,NA,5,5,NA,1794,NA,NA,NA,Input, NA
NT,2020-05-03,1810,NA,38,NA,5,5,NA,1810,NA,NA,NA,Input, NA
NT,2020-05-04,1807,NA,36,NA,5,5,NA,1812,NA,NA,NA,Input, "Not sure why the negative decrease"
NT,2020-05-05,1832,NA,37,NA,5,5,NA,1837,NA,NA,NA,Input, NA
NT,2020-05-06,1850,NA,43,NA,5,5,NA,1855,NA,NA,NA,Input, NA
NT,2020-05-07,1873,NA,34,NA,5,5,NA,1878,NA,NA,NA,Input, NA
NT,2020-05-08,1896,NA,22,NA,5,5,NA,1901,NA,NA,NA,Input, NA
NT,2020-05-09,1906,NA,23,NA,5,5,NA,1911,NA,NA,NA,Input, NA
NT,2020-05-10,1925,NA,10,NA,5,5,NA,1930,NA,NA,NA,Input, NA
NT,2020-05-11,1939,NA,10,NA,5,5,NA,1944,NA,NA,NA,Input, NA
NT,2020-05-12,1940,NA,20,NA,5,5,NA,1945,NA,NA,NA,Input, NA
NT,2020-05-13,1955,NA,27,NA,5,5,NA,1960,NA,NA,NA,Input, NA
NT,2020-05-14,1972,NA,27,NA,5,5,NA,1977,NA,NA,NA,Input, NA
NT,2020-05-15,1984,NA,37,NA,5,5,NA,1989,NA,NA,NA,Input, NA
NT,2020-05-16,2001,NA,33,NA,5,5,NA,2006,NA,NA,NA,Input, NA
NT,2020-05-17,2017,NA,17,NA,5,5,NA,2022,NA,NA,NA,Input, NA
NT,2020-05-18,2029,NA,5,NA,5,5,NA,2034,NA,NA,NA,Input, NA
NT,2020-05-19,2029,NA,5,NA,5,5,NA,2034,NA,NA,NA,Input, "time stamped may 19th but nothing changed"
NT,2020-05-20,2029,NA,5,NA,5,5,NA,2034,NA,NA,NA,Input, "time stamped may 20th but nothing changed"
NT,2020-05-21,2043,NA,31,NA,5,5,NA,2048,NA,NA,NA,Input, NA
NT,2020-05-22,2051,NA,37,NA,5,5,NA,2056,NA,NA,NA,Input, NA
NT,2020-05-23,2051,NA,37,NA,5,5,NA,2056,NA,NA,NA,Input, "did not update"
NT,2020-05-24,2051,NA,37,NA,5,5,NA,2056,NA,NA,NA,Input, "did not update"
NT,2020-05-25,2108,NA,11,NA,5,5,NA,2113,NA,NA,NA,Input, NA
NT,2020-05-26,2111,NA,37,NA,5,5,NA,2116,NA,NA,NA,Input, NA
NT,2020-05-27,2130,NA,43,NA,5,5,NA,2135,NA,NA,NA,Input, NA
NT,2020-05-28,2156,NA,33,NA,5,5,NA,2161,NA,NA,NA,Input, NA
NT,2020-05-29,2166,NA,44,NA,5,5,NA,2171,NA,NA,NA,Input, NA
NT,2020-05-30,2166,NA,44,NA,5,5,NA,2171,NA,NA,NA,Input, "did not update"
NT,2020-05-31,2166,NA,44,NA,5,5,NA,2171,NA,NA,NA,Input, "did not update"
NT,2020-06-01,2225,NA,11,NA,5,5,NA,2230,NA,NA,NA,Input, NA
NT,2020-06-02,2228,NA,40,NA,5,5,NA,2233,NA,NA,NA,Input, NA
NT,2020-06-03,2251,NA,33,NA,5,5,NA,2256,NA,NA,NA,Input, NA
NT,2020-06-04,2264,NA,33,NA,5,5,NA,2269,NA,NA,NA,Input, NA
NT,2020-06-05,2278,NA,41,NA,5,5,NA,2283,NA,NA,NA,Input, NA
NT,2020-06-06,2278,NA,41,NA,5,5,NA,2283,NA,NA,NA,Input, "did not update"
NT,2020-06-07,2278,NA,41,NA,5,5,NA,2283,NA,NA,NA,Input, "did not update"
NT,2020-06-08,2317,NA,32,NA,5,5,NA,2322,NA,NA,NA,Input, NA
NT,2020-06-09,2329,NA,40,NA,5,5,NA,2334,NA,NA,NA,Input, NA
NT,2020-06-10,2339,NA,49,NA,5,5,NA,2344,NA,NA,NA,Input, NA
NT,2020-06-11,2359,NA,42,NA,5,5,NA,2364,NA,NA,NA,Input, NA
NT,2020-06-12,2372,NA,50,NA,5,5,NA,2377,NA,NA,NA,Input, NA
NT,2020-06-13,2372,NA,50,NA,5,5,NA,2377,NA,NA,NA,Input, "did not update"
NT,2020-06-14,2372,NA,50,NA,5,5,NA,2377,NA,NA,NA,Input, "did not update"
NT,2020-06-15,2418,NA,15,NA,5,5,NA,2423,NA,NA,NA,Input, NA
NT,2020-06-16,2430,NA,33,NA,5,5,NA,2435,NA,NA,NA,Input, NA
NT,2020-06-17,2432,NA,54,NA,5,5,NA,2437,NA,NA,NA,Input, NA
NT,2020-06-18,2439,NA,61,NA,5,5,NA,2444,NA,NA,NA,Input, NA
NT,2020-06-19,2447,NA,67,NA,5,5,NA,2452,NA,NA,NA,Input, NA
NT,2020-06-20,2447,NA,67,NA,5,5,NA,2452,NA,NA,NA,Input, "did not update"
NT,2020-06-21,2447,NA,67,NA,5,5,NA,2452,NA,NA,NA,Input, "did not update"
NT,2020-06-22,2447,NA,67,NA,5,5,NA,2452,NA,NA,NA,Input, "did not update"
NT,2020-06-23,2542,NA,10,NA,5,5,NA,2547,NA,NA,NA,Input, NA
NT,2020-06-24,2543,NA,44,NA,5,5,NA,2548,NA,NA,NA,Input, NA
NT,2020-06-25,2557,NA,46,NA,5,5,NA,2562,NA,NA,NA,Input, NA
NT,2020-06-26,2574,NA,44,NA,5,5,NA,2579,NA,NA,NA,Input, NA
NT,2020-06-27,2574,NA,44,NA,5,5,NA,2579,NA,NA,NA,Input, "did not update"
NT,2020-06-28,2574,NA,44,NA,5,5,NA,2579,NA,NA,NA,Input, "did not update"
NT,2020-06-29,2600,NA,48,NA,5,5,NA,2605,NA,NA,NA,Input, NA
NT,2020-06-30,2608,NA,67,NA,5,5,NA,2613,NA,NA,NA,Input, NA
NT,2020-07-01,2608,NA,67,NA,5,5,NA,2613,NA,NA,NA,Input, "did not update"
NT,2020-07-02,2639,NA,67,NA,5,5,NA,2644,NA,NA,NA,Input, "late fillin, did not update backlog"
NT,2020-07-03,2656,NA,71,NA,5,5,NA,2661,NA,NA,NA,Input, NA
NT,2020-07-04,2656,NA,71,NA,5,5,NA,2661,NA,NA,NA,Input, "did not update"
NT,2020-07-05,2656,NA,71,NA,5,5,NA,2661,NA,NA,NA,Input, "did not update"
NT,2020-07-06,NA,NA,NA,NA,5,5,NA,2699,NA,NA,NA,Input, NA
NT,2020-07-07,NA,NA,NA,NA,5,5,NA,2719,NA,NA,NA,Input, NA
NT,2020-07-08,NA,NA,NA,NA,5,5,NA,2748,NA,NA,NA,Input, NA
NT,2020-07-09,NA,NA,NA,NA,5,5,NA,2775,NA,NA,NA,Input, NA
NT,2020-07-10,NA,NA,NA,NA,5,5,NA,2790,NA,NA,NA,Input, NA
NT,2020-07-11,NA,NA,NA,NA,5,5,NA,2790,NA,NA,NA,Input, NA
NT,2020-07-12,NA,NA,NA,NA,5,5,NA,2790,NA,NA,NA,Input, NA
NT,2020-07-13,NA,NA,NA,NA,5,5,NA,2859,NA,NA,NA,Input, NA
